time,id,organ_type,sub_type,connect_no,organ_id,organ_id2,parent_organ,length,res_main,carbon_q,c_satis,rw_satis,c_demand_2,growth_rate,exudation,order,organ_length,coor_x,coor_y,coor_z,connection_1,connection_2,radius,r_xyl_node,radial_water,r_xyl,r_st,connection_belong,JW_Trsv,Q_ST,C_ST,P_Xyl,P_ST,JW_Xyl,JW_ST,JS_ST
1,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.0001401689298628721,0.023382580359967015,,0.0649971,0.548186,0.42168100000000003,-0.111198,0.635625,9.61403,2.27687,0.9601139999999999
1,2,2,1,2,0,1,0,0.0024999999999999974,3.96665732323232e-09,,,,,,,1,,-3.7461185036600414e-05,0.0001213828386232015,-0.02249677048727019,2,3,0.1,,,0.0001401689298628721,0.02338258035996705,,0.0815942,0.529179,0.40706,-0.109851,0.586715,9.69563,2.35846,0.960038
1,3,2,1,2,0,1,0,0.004999999999999998,3.966657323232325e-09,,,,,,,1,,-6.386488197544256e-05,0.00016603341519019397,-0.024996232263493262,3,4,0.1,,,0.0001401689298628721,0.023382580359967032,,0.09288210000000001,0.509088,0.391606,-0.108492,0.5369189999999999,9.78851,2.45135,0.9599629999999999
1,4,2,1,2,0,1,0,0.007499999999999998,3.9666573232323245e-09,,,,,,,1,,-6.6587320228261e-05,0.00019163234537817708,-0.027496099716600164,4,5,0.1,,,0.0001401689298628721,0.023382580359967025,,0.104001,0.488331,0.375639,-0.10712,0.48608999999999997,9.892510000000001,2.55535,0.959889
1,5,2,1,2,0,1,0,0.009999999999999997,3.966657323232323e-09,,,,,,,1,,-0.00010313383035291834,0.00022732645929164505,-0.029995577718669723,5,6,0.1,,,0.0001401689298628721,0.02338258035996707,,0.116584,0.46698900000000004,0.359222,-0.105733,0.43408,10.0091,2.67193,0.9598180000000001
1,6,2,1,2,0,1,0,0.0125,3.96665732323233e-09,,,,,,,1,,-0.00014302641787406837,0.00048639478426247855,-0.03248179818042642,6,7,0.1,,,0.0001401689298628721,0.023382580359966976,,0.13147,0.445057,0.342352,-0.10432999999999999,0.380718,10.1406,2.8034,0.959749
1,7,2,1,2,0,1,0,0.014999999999999994,3.966657323232313e-09,,,,,,,1,,-0.00024272032506035595,0.0007171989437018753,-0.03496912416727563,7,8,0.1,,,0.0001401689298628721,0.023382580359967046,,0.149417,0.42250699999999997,0.325006,-0.10290899999999999,0.325802,10.29,2.95282,0.959683
1,8,2,1,2,0,1,0,0.017499999999999995,3.9666573232323245e-09,,,,,,,1,,-0.00033340425311720404,0.0008174828047388686,-0.03746546540444808,8,9,0.1,,,0.0001401689298628721,0.021524382535732984,,0.171342,0.399309,0.307161,-0.101466,0.269088,10.4613,3.12416,0.95962
1,9,2,1,1,0,1,0,0.01980132669324474,3.65142975236372e-09,3.31644672,1411.3612099162651,0.9349642286541388,0.002349821361603641,1.8699284573082775,3.3140968986383963,1,1.9801326693244747,-0.0002900916768595173,0.0009547495283055879,-0.03976228634139114,10,1,0.1,,,0.0001401689298628721,0.023382580359967025,7.0,-2.91736,0.020933700000000003,0.0161029,-0.1,0.21495100000000003,9.54904,2.2118700000000002,0.960191
1,10,3,1,2,1,2,0,0.0024999999999999988,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0175,11,10,0.1,,,1e-09,0.0001,,0.023387900000000003,0.56434,0.434108,-0.11253699999999998,0.683846,9.5264,2.1884900000000003,0.960268
1,11,3,1,2,1,2,0,0.005000000000000001,3.966657323232327e-09,,,,,,,1,,0.0,0.0,-0.015,12,11,0.1,,,1e-09,0.0001,,0.0863029,0.570417,0.43878199999999995,-0.11253699999999998,0.6840510000000001,9.43645,2.1021799999999997,0.9603430000000001
1,12,3,1,2,1,2,0,0.0075,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0125,13,12,0.1,,,1e-09,0.0001,,0.33363400000000004,0.593881,0.45683100000000004,-0.11253699999999998,0.6842520000000001,9.10254,1.76855,0.960412
1,13,3,1,1,1,2,0,0.009754115099857198,3.576520867302847e-09,,,,,,,1,,0.0,0.0,-0.010245884900142803,,,0.1,,,,,,1.5615700000000001,0.705966,0.5430510000000001,-0.11253699999999998,0.684441,,,
2,1,2,1,2,0,0,0,0.0,0.0,,,,,,,1,,0.0,0.0,-0.02,1,2,0.1,,,0.0001401689298628721,0.023382580359967015,,0.139017,0.63321,0.487084,-0.14546800000000001,0.7969189999999999,18.593,3.9349,1.9166299999999998
2,2,2,1,2,0,1,0,0.0024999999999999974,3.96665732323232e-09,,,,,,,1,,-3.7461185036600414e-05,0.0001213828386232015,-0.02249677048727019,2,3,0.1,,,0.0001401689298628721,0.02338258035996705,,0.20266099999999998,0.6020989999999999,0.463153,-0.142861,0.705475,18.7957,4.13756,1.9163299999999999
2,3,2,1,2,0,1,0,0.004999999999999998,3.966657323232325e-09,,,,,,,1,,-6.386488197544256e-05,0.00016603341519019397,-0.024996232263493262,3,4,0.1,,,0.0001401689298628721,0.023382580359967032,,0.248152,0.567945,0.436881,-0.140227,0.6120760000000001,19.0438,4.38572,1.91603
2,4,2,1,2,0,1,0,0.007499999999999998,3.9666573232323245e-09,,,,,,,1,,-6.6587320228261e-05,0.00019163234537817708,-0.027496099716600164,4,5,0.1,,,0.0001401689298628721,0.023382580359967025,,0.294162,0.532168,0.40936,-0.13755799999999999,0.5161479999999999,19.338,4.679880000000001,1.91576
2,5,2,1,3,0,1,0,0.009999999999999997,3.966657323232323e-09,,,,,,,1,,-0.00010313383035291834,0.00022732645929164505,-0.029995577718669723,5,6,0.1,,,0.0001401689298628721,0.02338258035996707,,0.348571,0.49521000000000004,0.380931,-0.134847,0.41707,19.6865,3.0603599999999997,1.1657899999999999
2,6,2,1,2,0,1,0,0.0125,3.96665732323233e-09,,,,,,,1,,-0.00014302641787406837,0.00048639478426247855,-0.03248179818042642,6,7,0.1,,,0.0001401689298628721,0.023382580359966976,,0.250219,0.457683,0.352064,-0.13208699999999998,0.354398,19.9367,3.3105800000000003,1.16553
2,7,2,1,2,0,1,0,0.014999999999999994,3.966657323232313e-09,,,,,,,1,,-0.00024272032506035595,0.0007171989437018753,-0.03496912416727563,7,8,0.1,,,0.0001401689298628721,0.023382580359967046,,0.23762199999999997,0.426943,0.328418,-0.12929300000000002,0.28882199999999997,20.1743,3.5482,1.16529
2,8,2,1,2,0,1,0,0.017499999999999995,3.9666573232323245e-09,,,,,,,1,,-0.00033340425311720404,0.0008174828047388686,-0.03746546540444808,8,9,0.1,,,0.0001401689298628721,0.023382580359967025,,0.258212,0.397901,0.306078,-0.12646500000000002,0.22040900000000002,20.4326,3.80641,1.16506
2,9,2,1,3,0,1,0,0.019999999999999993,3.966657323232323e-09,,,,,,,1,,-0.00028635250641732726,0.0009665997510308144,-0.03996057066664867,9,16,0.1,,,0.0001401689298628721,0.023382580359967087,,0.297564,0.36898000000000003,0.283831,-0.123601,0.148843,20.7301,1.33181,0.37800900000000004
2,10,3,1,2,3,2,0,0.0024999999999999988,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0175,16,17,0.1,,,0.0001401689298628721,0.023382580359966997,,0.000279985,0.656508,0.5050060000000001,-0.148054,0.887093,20.8515,1.45326,0.377792
2,11,3,1,2,3,2,0,0.005000000000000001,3.966657323232327e-09,,,,,,,1,,0.0,0.0,-0.015,17,18,0.1,,,0.0001401689298628721,0.02338258035996706,,0.00040036,0.656667,0.505129,-0.148054,0.8874790000000001,20.930999999999997,1.53267,0.377573
2,12,3,1,2,3,2,0,0.0075,3.966657323232323e-09,,,,,,,1,,0.0,0.0,-0.0125,18,19,0.1,,,0.0001401689298628721,0.023382580359966963,,0.000750082,0.656848,0.505268,-0.148054,0.887865,21.003,1.60469,0.37735100000000005
2,13,3,1,3,3,2,0,0.01,3.9666573232323245e-09,,,,,,,1,,0.0,0.0,-0.01,19,20,0.1,,,0.0001401689298628721,0.023382580359967087,,0.00176605,0.657089,0.5054529999999999,-0.148054,0.88825,21.0784,1.6801599999999999,0.377129
2,14,2,3,1,1,3,1,0.011832470002755389,7.268780556033235e-10,2.590983936,8821.041389228933,0.9349642286541388,0.0002937276702004551,0.9349642286541388,2.5906902083297996,2,0.1832470002755393,-0.001775626215862365,0.0006729510301195112,-0.03059735365146012,20,21,0.05,,,0.0001401689298628721,0.023382580359966997,16.0,-1.80653,0.0163541,0.0125801,-0.1,-0.0556054,21.1619,1.7636,0.376909
2,15,2,6,1,2,4,1,0.020236779373691657,2.1132509324499036e-10,2.7192672,4114.5704767113475,0.9349642286541388,0.000660887257951024,0.9349642286541388,2.718606312742049,2,0.023677937369166457,-0.0002762263152025015,0.0011907188692311854,-0.04003628429101302,21,22,0.075,,,0.0001401689298628721,0.023382580359966997,17.0,-2.60261,0.0171637,0.0132029,-0.1,0.133624,21.2562,1.85791,0.376693
2,16,2,1,2,0,1,0,0.0225,3.966657323232333e-09,,,,,,,1,,-0.0001533276956986255,0.001139538922583129,-0.04245103175702452,22,23,0.1,,,0.0001401689298628721,0.004302713619300815,,0.121446,0.337951,0.25996199999999997,-0.12069500000000001,0.12441700000000001,21.3643,1.9659799999999998,0.376483
2,17,2,1,2,0,1,0,0.024999999999999994,3.966657323232317e-09,,,,,,,1,,-8.693590563719414e-05,0.0011995258954434678,-0.04494942998254812,5,14,0.1,,,817.5557556665477,0.2742264134186047,,0.0794082,0.320255,0.24635,-0.117773,0.0984563,4.26233e-05,1.9680900000000001,0.7497060000000001
2,18,2,1,2,0,1,0,0.027499999999999997,3.966657323232327e-09,,,,,,,1,,-3.323119292611026e-05,0.0012173238272460503,-0.04744878970804907,9,15,0.1,,,817.5557556665447,0.006999245726565762,,0.072019,0.305702,0.235156,-0.11483900000000001,0.071482,2.88679e-05,2.77217,0.786825
2,19,2,1,2,0,1,0,0.02999999999999999,3.966657323232311e-09,,,,,,,1,,0.00019606604325554804,0.0010556654225599405,-0.04993299769806797,10,1,0.1,,,0.0001401689298628721,0.023382580359967025,,0.075478,0.291798,0.22446,-0.11189500000000001,0.043581800000000004,18.454,3.79589,1.91695
